Start Time,Date,Month,Time,Hour,Minute,A124 (HQ),A136 (HQ),A143 (HQ),A168 (HQ),A226 (HQ),A235 (HQ),A236 (HQ),A318 (HQ),A345 (HQ),A346 (HQ),Boardroom (HQ),District Counsel (HQ),B108 (Admin),B124 (Admin),B207 (Admin),B228 (Admin),B232 (Admin),C209,C212,C225,D102,D131,Evergreen (BHA),G111 (BHA),G112 (BHA),Maple (BHA),R-316 Rinc,Computers (BHA)
12/29/15 23:45,12/29/15,12,23:45:00,23,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 0:00,12/30/15,12,0:00:00,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 0:15,12/30/15,12,0:15:00,0,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 0:30,12/30/15,12,0:30:00,0,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 0:45,12/30/15,12,0:45:00,0,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 1:00,12/30/15,12,1:00:00,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 1:15,12/30/15,12,1:15:00,1,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 1:30,12/30/15,12,1:30:00,1,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 1:45,12/30/15,12,1:45:00,1,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 2:00,12/30/15,12,2:00:00,2,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 2:15,12/30/15,12,2:15:00,2,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 2:30,12/30/15,12,2:30:00,2,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 2:45,12/30/15,12,2:45:00,2,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 3:00,12/30/15,12,3:00:00,3,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 3:15,12/30/15,12,3:15:00,3,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 3:30,12/30/15,12,3:30:00,3,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 3:45,12/30/15,12,3:45:00,3,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 4:00,12/30/15,12,4:00:00,4,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 4:15,12/30/15,12,4:15:00,4,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 4:30,12/30/15,12,4:30:00,4,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 4:45,12/30/15,12,4:45:00,4,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 5:00,12/30/15,12,5:00:00,5,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 5:15,12/30/15,12,5:15:00,5,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 5:30,12/30/15,12,5:30:00,5,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 5:45,12/30/15,12,5:45:00,5,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 6:00,12/30/15,12,6:00:00,6,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 6:15,12/30/15,12,6:15:00,6,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 6:30,12/30/15,12,6:30:00,6,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 6:45,12/30/15,12,6:45:00,6,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 7:00,12/30/15,12,7:00:00,7,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 7:15,12/30/15,12,7:15:00,7,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 7:30,12/30/15,12,7:30:00,7,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 7:45,12/30/15,12,7:45:00,7,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 8:00,12/30/15,12,8:00:00,8,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,26,0,2,0,0,2,0,2
12/30/15 8:15,12/30/15,12,8:15:00,8,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,26,0,2,0,0,2,0,2
12/30/15 8:30,12/30/15,12,8:30:00,8,30,0,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 8:45,12/30/15,12,8:45:00,8,45,0,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 9:00,12/30/15,12,9:00:00,9,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 9:15,12/30/15,12,9:15:00,9,15,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 9:30,12/30/15,12,9:30:00,9,30,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 9:45,12/30/15,12,9:45:00,9,45,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 10:00,12/30/15,12,10:00:00,10,0,0,1,0,2,0,2,1,0,5,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1
12/30/15 10:15,12/30/15,12,10:15:00,10,15,0,1,0,2,0,2,1,0,5,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1
12/30/15 10:30,12/30/15,12,10:30:00,10,30,0,1,0,2,0,0,1,0,5,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1
12/30/15 10:45,12/30/15,12,10:45:00,10,45,0,1,0,2,0,0,1,0,5,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1
12/30/15 11:00,12/30/15,12,11:00:00,11,0,0,1,0,3,0,1,1,0,0,3,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1
12/30/15 11:15,12/30/15,12,11:15:00,11,15,0,1,0,3,0,1,1,0,0,3,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1
12/30/15 11:30,12/30/15,12,11:30:00,11,30,0,1,0,3,0,0,1,0,0,3,0,0,0,1,0,0,1,0,2,0,2,0,1,0,0,1,0,1
12/30/15 11:45,12/30/15,12,11:45:00,11,45,0,1,0,3,0,0,1,0,0,3,0,0,0,1,0,0,1,0,2,0,2,0,1,0,0,1,0,1
12/30/15 12:00,12/30/15,12,12:00:00,12,0,0,1,0,2,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 12:15,12/30/15,12,12:15:00,12,15,0,1,0,2,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 12:30,12/30/15,12,12:30:00,12,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 12:45,12/30/15,12,12:45:00,12,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/30/15 13:00,12/30/15,12,13:00:00,13,0,0,1,0,2,0,0,1,0,0,5,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 13:15,12/30/15,12,13:15:00,13,15,0,1,0,2,0,0,3,0,0,5,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 13:30,12/30/15,12,13:30:00,13,30,0,1,0,2,0,3,3,1,0,5,0,0,2,4,2,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 13:45,12/30/15,12,13:45:00,13,45,0,1,0,2,0,3,1,1,0,5,0,0,2,4,2,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 14:00,12/30/15,12,14:00:00,14,0,0,1,0,2,0,3,10,1,0,5,0,1,2,1,2,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 14:15,12/30/15,12,14:15:00,14,15,0,1,0,2,0,3,10,1,0,5,0,1,2,1,2,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 14:30,12/30/15,12,14:30:00,14,30,0,1,0,2,0,3,10,0,0,5,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 14:45,12/30/15,12,14:45:00,14,45,0,1,0,2,0,3,10,0,0,5,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,8
12/30/15 15:00,12/30/15,12,15:00:00,15,0,0,1,0,3,1,6,10,0,0,5,0,1,0,1,0,0,1,3,0,0,2,0,1,0,0,1,0,1
12/30/15 15:15,12/30/15,12,15:15:00,15,15,0,1,0,3,1,6,10,0,0,5,0,1,0,1,0,0,1,3,0,0,2,0,1,0,0,1,0,1
12/30/15 15:30,12/30/15,12,15:30:00,15,30,0,1,0,3,1,6,1,0,2,1,0,0,0,1,0,0,1,3,0,0,2,0,1,0,0,1,0,1
12/30/15 15:45,12/30/15,12,15:45:00,15,45,0,1,0,3,1,6,1,0,2,1,0,0,0,1,0,0,1,3,0,0,2,0,1,0,0,1,0,1
12/30/15 16:00,12/30/15,12,16:00:00,16,0,0,1,0,2,1,0,1,0,0,1,0,1,0,1,0,0,4,0,0,0,2,0,1,0,0,1,0,1
12/30/15 16:15,12/30/15,12,16:15:00,16,15,0,1,0,2,1,0,1,0,0,1,0,1,0,1,0,0,4,0,0,0,2,0,1,0,0,1,0,1
12/30/15 16:30,12/30/15,12,16:30:00,16,30,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,4,0,0,0,1,0,1,0,0,1,0,1
12/30/15 16:45,12/30/15,12,16:45:00,16,45,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,4,0,0,0,1,0,1,0,0,1,0,1
12/30/15 17:00,12/30/15,12,17:00:00,17,0,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 17:15,12/30/15,12,17:15:00,17,15,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 17:30,12/30/15,12,17:30:00,17,30,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 17:45,12/30/15,12,17:45:00,17,45,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 18:00,12/30/15,12,18:00:00,18,0,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 18:15,12/30/15,12,18:15:00,18,15,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 18:30,12/30/15,12,18:30:00,18,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 18:45,12/30/15,12,18:45:00,18,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 19:00,12/30/15,12,19:00:00,19,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 19:15,12/30/15,12,19:15:00,19,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 19:30,12/30/15,12,19:30:00,19,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 19:45,12/30/15,12,19:45:00,19,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 20:00,12/30/15,12,20:00:00,20,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 20:15,12/30/15,12,20:15:00,20,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 20:30,12/30/15,12,20:30:00,20,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 20:45,12/30/15,12,20:45:00,20,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 21:00,12/30/15,12,21:00:00,21,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 21:15,12/30/15,12,21:15:00,21,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 21:30,12/30/15,12,21:30:00,21,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 21:45,12/30/15,12,21:45:00,21,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 22:00,12/30/15,12,22:00:00,22,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 22:15,12/30/15,12,22:15:00,22,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 22:30,12/30/15,12,22:30:00,22,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 22:45,12/30/15,12,22:45:00,22,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 23:00,12/30/15,12,23:00:00,23,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 23:15,12/30/15,12,23:15:00,23,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 23:30,12/30/15,12,23:30:00,23,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/30/15 23:45,12/30/15,12,23:45:00,23,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 0:00,12/31/15,12,0:00:00,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 0:15,12/31/15,12,0:15:00,0,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 0:30,12/31/15,12,0:30:00,0,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 0:45,12/31/15,12,0:45:00,0,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 1:00,12/31/15,12,1:00:00,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 1:15,12/31/15,12,1:15:00,1,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 1:30,12/31/15,12,1:30:00,1,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 1:45,12/31/15,12,1:45:00,1,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 2:00,12/31/15,12,2:00:00,2,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 2:15,12/31/15,12,2:15:00,2,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 2:30,12/31/15,12,2:30:00,2,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 2:45,12/31/15,12,2:45:00,2,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 3:00,12/31/15,12,3:00:00,3,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 3:15,12/31/15,12,3:15:00,3,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 3:30,12/31/15,12,3:30:00,3,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 3:45,12/31/15,12,3:45:00,3,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 4:00,12/31/15,12,4:00:00,4,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 4:15,12/31/15,12,4:15:00,4,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 4:30,12/31/15,12,4:30:00,4,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 4:45,12/31/15,12,4:45:00,4,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 5:00,12/31/15,12,5:00:00,5,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 5:15,12/31/15,12,5:15:00,5,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 5:30,12/31/15,12,5:30:00,5,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 5:45,12/31/15,12,5:45:00,5,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 6:00,12/31/15,12,6:00:00,6,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 6:15,12/31/15,12,6:15:00,6,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 6:30,12/31/15,12,6:30:00,6,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 6:45,12/31/15,12,6:45:00,6,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 7:00,12/31/15,12,7:00:00,7,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 7:15,12/31/15,12,7:15:00,7,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 7:30,12/31/15,12,7:30:00,7,30,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 7:45,12/31/15,12,7:45:00,7,45,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 8:00,12/31/15,12,8:00:00,8,0,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,2,0,0,2,0,2
12/31/15 8:15,12/31/15,12,8:15:00,8,15,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,2,0,0,2,0,2
12/31/15 8:30,12/31/15,12,8:30:00,8,30,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,3,1,0,0,1,0,1
12/31/15 8:45,12/31/15,12,8:45:00,8,45,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,3,1,0,0,1,0,1
12/31/15 9:00,12/31/15,12,9:00:00,9,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 9:15,12/31/15,12,9:15:00,9,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 9:30,12/31/15,12,9:30:00,9,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 9:45,12/31/15,12,9:45:00,9,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 10:00,12/31/15,12,10:00:00,10,0,0,2,0,2,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,8
12/31/15 10:15,12/31/15,12,10:15:00,10,15,0,2,0,2,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,8
12/31/15 10:30,12/31/15,12,10:30:00,10,30,0,2,0,2,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,8
12/31/15 10:45,12/31/15,12,10:45:00,10,45,0,2,0,2,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,8
12/31/15 11:00,12/31/15,12,11:00:00,11,0,0,2,1,2,0,0,1,0,4,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,8
12/31/15 11:15,12/31/15,12,11:15:00,11,15,0,2,1,2,0,0,1,0,4,6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,8
12/31/15 11:30,12/31/15,12,11:30:00,11,30,0,1,1,2,0,0,1,0,4,1,0,0,1,1,1,0,1,0,0,1,2,0,1,0,0,1,0,8
12/31/15 11:45,12/31/15,12,11:45:00,11,45,0,1,1,2,0,0,1,0,4,1,0,0,1,1,1,0,1,0,0,1,2,0,1,0,0,1,0,8
12/31/15 12:00,12/31/15,12,12:00:00,12,0,0,1,1,2,0,0,1,0,0,1,0,0,1,7,1,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 12:15,12/31/15,12,12:15:00,12,15,0,1,1,2,0,0,1,0,0,1,0,0,1,7,1,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 12:30,12/31/15,12,12:30:00,12,30,0,1,1,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 12:45,12/31/15,12,12:45:00,12,45,0,1,1,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 13:00,12/31/15,12,13:00:00,13,0,0,1,1,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,9,1,0,0,1,0,1
12/31/15 13:15,12/31/15,12,13:15:00,13,15,0,1,1,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,9,1,0,0,1,0,1
12/31/15 13:30,12/31/15,12,13:30:00,13,30,0,2,1,2,0,0,1,0,2,1,0,0,5,1,5,0,1,0,0,0,1,9,1,0,0,1,0,1
12/31/15 13:45,12/31/15,12,13:45:00,13,45,0,2,1,2,0,0,1,0,2,1,0,0,5,1,5,0,1,0,0,0,1,9,1,0,0,1,0,1
12/31/15 14:00,12/31/15,12,14:00:00,14,0,0,2,0,2,0,0,1,0,0,3,0,0,5,1,5,0,1,0,0,0,1,9,1,0,0,1,0,1
12/31/15 14:15,12/31/15,12,14:15:00,14,15,0,2,0,2,0,0,1,0,0,3,0,0,5,1,5,0,1,0,0,0,1,9,1,0,0,1,0,1
12/31/15 14:30,12/31/15,12,14:30:00,14,30,0,2,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 14:45,12/31/15,12,14:45:00,14,45,0,2,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1
12/31/15 15:00,12/31/15,12,15:00:00,15,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 15:15,12/31/15,12,15:15:00,15,15,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 15:30,12/31/15,12,15:30:00,15,30,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 15:45,12/31/15,12,15:45:00,15,45,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 16:00,12/31/15,12,16:00:00,16,0,0,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
12/31/15 16:15,12/31/15,12,16:15:00,16,15,0,1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1
